STATION,HTDD,year
USC00316853,2356,2012
USC00316853,3187,2013
USC00316853,3143,2014
USC00316853,3242,2015
USC00316853,2285,2016
USC00316853,2376,2017
USC00316853,2952,2018
USC00316853,2579,2019
USC00316853,2391,2020
USC00316853,2719,2021
USC00317056,,2010
USC00317056,3455,2011
USC00317056,2696,2012
USC00317056,,2013
USC00317056,,2014
USC00317056,,2015
USC00317079,3100,2010
USC00317079,3294,2011
USC00317079,2501,2012
USC00317079,3247,2013
USC00317079,3464,2014
USC00317079,3628,2015
USC00317079,2798,2016
USC00317079,2587,2017
USC00317079,3161,2018
USC00317079,3012,2019
USC00317079,2637,2020
USC00317079,2936,2021
USC00317097,,2010
USC00317097,,2011
USC00317097,,2012
USC00317097,,2015
USC00317097,3098,2016
USC00317097,2931,2017
USC00317097,3813,2018
USC00317097,,2019
USC00317097,3350,2020
USC00317097,3564,2021
USC00317170,2517,2010
USC00317170,2564,2011
USC00317170,2734,2013
USC00317170,2705,2014
USC00317170,2923,2015
USC00317170,2037,2016
USC00317170,2153,2017
USC00317170,2609,2018
USC00317170,,2019
USC00317170,2140,2020
USC00317170,2444,2021
USC00317202,4004,2010
USC00317202,4026,2011
USC00317202,3243,2012
USC00317202,4015,2013
USC00317202,4157,2014
USC00317202,4189,2015
USC00317202,3360,2016
USC00317202,3173,2017
USC00317202,3997,2018
USC00317202,3821,2019
USC00317202,3568,2020
USC00317202,3602,2021
USC00317319,3644,2010
USC00317319,3806,2011
USC00317319,3015,2012
USC00317319,,2013
USC00317319,3786,2014
USC00317319,3768,2015
USC00317319,2878,2016
USC00317319,2637,2017
USC00317319,3323,2018
USC00317319,3314,2019
USC00317319,3195,2020
USC00317319,3359,2021
USC00317400,,2010
USC00317400,3688,2013
USC00317400,3830,2014
USC00317400,3804,2015
USC00317400,2939,2016
USC00317400,3008,2017
USC00317400,3542,2018
USC00317400,3213,2019
USC00317400,2859,2020
USC00317400,2717,2021
USC00317516,,2010
USC00317516,,2011
USC00317516,,2012
USC00317516,4128,2013
USC00317516,4280,2014
USC00317516,4207,2015
USC00317516,3293,2016
USC00317516,3177,2017
USC00317516,,2018
USC00317516,,2019
USC00317516,,2020
USC00317516,2810,2021
USC00317615,3599,2010
USC00317615,3575,2011
USC00317615,2775,2012
USC00317615,3603,2013
USC00317615,3737,2014
USC00317615,3652,2015
USC00317615,3027,2016
USC00317615,2661,2017
USC00317615,3511,2018
USC00317615,3320,2019
USC00317615,3086,2020
USC00317615,3271,2021
USC00317618,4075,2010
USC00317618,4063,2011
USC00317618,3164,2012
USC00317618,3873,2013
USC00317618,4118,2014
USC00317618,4123,2015
USC00317618,3333,2016
USC00317618,3176,2017
USC00317618,3891,2018
USC00317618,3582,2019
USC00317618,3420,2020
USC00317618,3549,2021
USC00317656,3442,2010
USC00317656,3410,2011
USC00317656,2630,2012
USC00317656,3286,2013
USC00317656,,2014
USC00317656,3423,2015
USC00317656,2591,2016
USC00317656,2500,2017
USC00317656,3170,2018
USC00317656,2906,2019
USC00317656,2699,2020
USC00317656,3056,2021
USC00317813,2727,2010
USC00317813,,2011
USC00317813,1798,2012
USC00317813,2411,2013
USC00317813,2559,2014
USC00317813,2648,2015
USC00317813,1904,2016
USC00317813,,2017
USC00317813,2534,2018
USC00317813,2171,2019
USC00317813,2080,2020
USC00317813,2281,2021
USC00317845,3821,2010
USC00317845,3743,2011
USC00317845,2793,2012
USC00317845,3629,2013
USC00317845,3852,2014
USC00317845,3726,2015
USC00317845,3114,2016
USC00317845,2962,2017
USC00317845,3622,2018
USC00317845,3476,2019
USC00317845,3320,2020
USC00317845,3469,2021
USC00317924,3674,2010
USC00317924,3569,2011
USC00317924,2789,2012
USC00317924,3827,2015
USC00317924,3039,2016
USC00317924,2886,2017
USC00317994,3476,2010
USC00317994,3696,2011
USC00317994,,2012
USC00317994,3327,2013
USC00317994,,2014
USC00317994,,2015
USC00317994,2554,2016
USC00317994,2535,2017
USC00317994,3277,2018
USC00317994,2763,2019
USC00318066,3064,2013
USC00318066,3250,2014
USC00318066,,2015
USC00318066,2462,2016
USC00318066,,2017
USC00318066,3172,2018
USC00318066,2809,2019
USC00318066,2608,2020
USC00318221,,2010
USC00318221,,2011
USC00318221,,2012
USC00318221,5110,2013
USC00318221,5540,2014
USC00318221,5200,2015
USC00318221,,2016
USC00318221,4270,2017
USC00318221,4913,2018
USC00318221,4672,2019
USC00318221,4737,2020
USC00318221,5003,2021
USC00318292,4437,2010
USC00318292,4422,2011
USC00318292,3587,2012
USC00318292,4294,2013
USC00318292,4465,2014
USC00318292,4388,2015
USC00318292,3711,2016
USC00318292,3438,2017
USC00318292,4125,2018
USC00318292,3822,2019
USC00318292,3669,2020
USC00318292,3861,2021
USC00318380,,2010
USC00318380,,2011
USC00318380,,2012
USC00318380,,2013
USC00318380,,2014
USC00318380,,2015
USC00318380,,2016
USC00318380,2226,2017
USC00318380,,2018
USC00318450,,2010
USC00318450,,2011
USC00318450,,2012
USC00318450,,2013
USC00318450,3038,2014
USC00318450,,2015
USC00318450,2183,2016
USC00318450,2437,2017
USC00318450,2903,2018
USC00318450,2506,2019
USC00318450,2285,2020
USC00318450,2537,2021
USC00318500,3494,2010
USC00318500,3567,2011
USC00318500,2678,2012
USC00318500,3568,2013
USC00318500,3688,2014
USC00318500,3624,2015
USC00318500,2750,2016
USC00318500,,2017
USC00318500,3408,2018
USC00318500,2977,2019
USC00318500,2851,2020
USC00318500,3089,2021
USC00318519,,2010
USC00318519,,2011
USC00318519,,2012
USC00318519,3597,2013
USC00318519,3998,2014
USC00318519,3901,2015
USC00318519,3258,2016
USC00318519,2981,2017
USC00318519,3788,2018
USC00318519,3602,2019
USC00318519,3312,2020
USC00318519,3577,2021
USC00318694,6051,2010
USC00318694,5778,2011
USC00318694,4974,2012
USC00318694,5810,2013
USC00318694,5909,2014
USC00318694,5618,2015
USC00318694,,2016
USC00318694,,2017
USC00318694,5464,2018
USC00318694,5192,2019
USC00318694,5148,2020
USC00318694,5501,2021
USC00318744,3453,2010
USC00318744,3347,2011
USC00318744,2425,2012
USC00318744,3208,2013
USC00318744,3536,2014
USC00318744,3316,2015
USC00318744,2742,2016
USC00318744,2388,2017
USC00318744,3283,2018
USC00318744,3192,2019
USC00318744,2976,2020
USC00318744,3139,2021
USC00318906,,2011
USC00318906,3246,2012
USC00318906,,2013
USC00318906,4243,2014
USC00318906,4062,2015
USC00318906,3404,2016
USC00318906,3187,2017
USC00318906,3843,2018
USC00318906,3626,2019
USC00318906,3453,2020
USC00318906,3619,2021
USC00318964,3284,2010
USC00318964,3276,2011
USC00318964,2491,2012
USC00318964,3125,2013
USC00318964,,2014
USC00318964,,2015
USC00318964,,2016
USC00319026,,2010
USC00319026,3380,2011
USC00319026,3156,2014
USC00319026,3176,2015
USC00319026,,2016
USC00319026,,2017
USC00319026,3005,2018
USC00319026,,2019
USC00319026,2538,2020
USC00319026,2633,2021
USC00319081,,2010
USC00319081,3619,2011
USC00319081,,2012
USC00319081,3591,2013
USC00319081,3780,2014
USC00319081,,2015
USC00319100,2985,2010
USC00319100,3073,2011
USC00319100,2170,2012
USC00319100,2892,2013
USC00319100,,2014
USC00319100,,2015
USC00319100,2490,2016
USC00319100,2629,2017
USC00319100,3355,2018
USC00319100,3250,2019
USC00319100,,2020
USC00319100,2520,2021
USC00319357,,2010
USC00319357,3155,2011
USC00319357,2332,2012
USC00319357,2967,2013
USC00319357,3126,2014
USC00319357,3096,2015
USC00319357,,2016
USC00319357,,2017
USC00319357,2932,2018
USC00319357,,2019
USC00319423,,2010
USC00319423,3270,2011
USC00319440,3132,2010
USC00319440,3486,2011
USC00319440,2473,2012
USC00319440,3301,2013
USC00319440,3396,2014
USC00319440,3423,2015
USC00319440,2429,2016
USC00319440,2587,2017
USC00319440,3223,2018
USC00319440,2785,2019
USC00319440,2678,2020
USC00319440,2841,2021
USC00319461,2708,2010
USC00319461,2865,2011
USC00319461,2000,2012
USC00319461,2627,2013
USC00319461,2718,2014
USC00319461,2643,2015
USC00319461,1982,2016
USC00319461,1974,2017
USC00319461,2581,2018
USC00319461,,2019
USC00319461,,2020
USC00319461,2270,2021
USC00319467,3008,2010
USC00319467,,2011
USC00319467,2340,2012
USC00319467,2614,2013
USC00319467,,2014
USC00319467,2710,2015
USC00319467,1961,2016
USC00319467,2008,2017
USC00319467,2618,2018
USC00319467,2451,2019
USC00319467,,2020
USC00319476,3234,2010
USC00319476,3424,2011
USC00319476,2630,2012
USC00319476,3329,2013
USC00319476,3255,2014
USC00319476,,2015
USC00319476,2542,2016
USC00319476,2562,2017
USC00319476,3233,2018
USC00319476,2934,2019
USC00319476,2628,2020
USC00319476,2937,2021
USC00319555,4203,2010
USC00319555,,2011
USC00319555,3255,2012
USC00319555,4092,2013
USC00319555,3987,2014
USC00319555,,2015
USC00319555,,2016
USC00319555,3012,2017
USC00319555,3853,2018
USC00319555,3683,2019
USC00319555,3500,2020
USC00319555,3584,2021
USC00319675,4325,2010
USC00319675,4357,2011
USC00319675,3513,2012
USC00319675,4291,2013
USC00319675,4442,2014
USC00319675,4375,2015
USC00319675,3699,2016
USC00319675,3517,2017
USC00319675,4228,2018
USC00319675,4001,2019
USC00319675,,2020
USC00319675,4086,2021
USC00319704,,2010
USC00319704,,2011
USC00319704,,2012
USC00319704,3886,2013
USC00319704,,2014
USC00319704,,2015
USC00319704,,2016
USC00319704,,2017
USC00319704,,2018
USC00319704,,2019
USC00319704,,2020
USC00319704,,2021
USR0000NBAC,3119,2010
USR0000NBAC,3537,2011
USR0000NBAC,2203,2012
USR0000NBAC,,2017
USR0000NBAC,2729,2018
USR0000NBAC,2387,2019
USR0000NBAC,2336,2020
USR0000NBAC,2582,2021
USR0000NBFT,2950,2010
USR0000NBFT,3084,2011
USR0000NBFT,,2012
USR0000NBFT,3024,2013
USR0000NBFT,,2014
USR0000NBFT,3154,2015
USR0000NBFT,2367,2016
USR0000NBFT,,2017
USR0000NBFT,3017,2018
USR0000NBFT,2695,2019
USR0000NBFT,2531,2020
USR0000NBFT,2798,2021
USR0000NBUS,,2010
USR0000NBUS,5004,2011
USR0000NBUS,4141,2012
USR0000NBUS,4852,2013
USR0000NBUS,5083,2014
USR0000NBUS,4625,2015
USR0000NBUS,4225,2016
USR0000NBUS,3763,2017
USR0000NBUS,4365,2018
USR0000NBUS,4470,2019
USR0000NBUS,4283,2020
USR0000NBUS,4537,2021
USR0000NCAS,3805,2010
USR0000NCAS,3826,2011
USR0000NCAS,2996,2012
USR0000NCAS,3914,2015
USR0000NCAS,3074,2016
USR0000NCAS,2905,2017
USR0000NCAS,3640,2018
USR0000NCAS,3580,2019
USR0000NCAS,3333,2020
USR0000NCAS,3469,2021
USR0000NCRN,,2010
USR0000NCRN,3095,2011
USR0000NCRN,2227,2012
USR0000NCRN,2787,2014
USR0000NCRN,2934,2015
USR0000NCRN,2182,2016
USR0000NCRN,2806,2018
USR0000NCRN,2219,2019
USR0000NCRN,,2020
USR0000NCRN,2580,2021
USR0000NDUK,3543,2010
USR0000NDUK,3574,2011
USR0000NDUK,2753,2012
USR0000NDUK,3491,2013
USR0000NDUK,3645,2014
USR0000NDUK,3628,2015
USR0000NDUK,2834,2016
USR0000NDUK,2661,2017
USR0000NDUK,3462,2018
USR0000NDUK,3210,2019
USR0000NDUK,2980,2020
USR0000NDUK,3185,2021
USR0000NFAI,2883,2010
USR0000NFAI,3088,2011
USR0000NFAI,2261,2012
USR0000NFAI,2962,2013
USR0000NFAI,3063,2015
USR0000NFAI,,2016
USR0000NFAI,2352,2017
USR0000NFAI,2813,2018
USR0000NFAI,,2019
USR0000NFAI,2207,2020
USR0000NFAI,2497,2021
USR0000NFBR,,2010
USR0000NFBR,2850,2011
USR0000NFBR,2129,2012
USR0000NFBR,2721,2013
USR0000NFBR,2892,2014
USR0000NFBR,2927,2015
USR0000NFBR,,2017
USR0000NFBR,2772,2018
USR0000NFBR,2582,2019
USR0000NFBR,2413,2020
USR0000NFBR,2529,2021
USR0000NGRC,3292,2010
USR0000NGRC,3209,2011
USR0000NGRC,2591,2012
USR0000NGRC,,2014
USR0000NGRC,3479,2015
USR0000NGRC,,2016
USR0000NGRC,2633,2017
USR0000NGRC,3212,2018
USR0000NGRC,2942,2019
USR0000NGRC,2680,2020
USR0000NGRC,2979,2021
USR0000NGRF,3909,2010
USR0000NGRF,3907,2011
USR0000NGRF,3067,2012
USR0000NGRF,3772,2013
USR0000NGRF,3987,2014
USR0000NGRF,3769,2015
USR0000NGRF,3128,2016
USR0000NGRF,2940,2017
USR0000NGRF,3540,2018
USR0000NGRF,3469,2019
USR0000NGRF,3448,2020
USR0000NGRF,3483,2021
USR0000NGUI,,2010
USR0000NGUI,4241,2011
USR0000NGUI,3411,2012
USR0000NGUI,3918,2015
USR0000NGUI,3634,2016
USR0000NGUI,,2017
USR0000NGUI,3863,2018
USR0000NGUI,3815,2019
USR0000NGUI,3776,2020
USR0000NGUI,,2021
USR0000NHOF,3393,2010
USR0000NHOF,3496,2011
USR0000NHOF,,2015
USR0000NHOF,2152,2016
USR0000NHOF,2271,2017
USR0000NHOF,2846,2018
USR0000NHOF,2542,2019
USR0000NHOF,2381,2020
USR0000NHOF,2616,2021
USR0000NJCY,4412,2010
USR0000NJCY,3996,2011
USR0000NJCY,3235,2012
USR0000NJCY,3944,2013
USR0000NJCY,3942,2014
USR0000NJCY,3357,2016
USR0000NJCY,,2017
USR0000NJCY,3809,2018
USR0000NJCY,3624,2019
USR0000NJCY,3427,2020
USR0000NJCY,3580,2021
USR0000NLEX,3551,2010
USR0000NLEX,3511,2011
USR0000NLEX,2657,2012
USR0000NLEX,3401,2013
USR0000NLEX,3509,2014
USR0000NLEX,3540,2015
USR0000NLEX,2846,2016
USR0000NLEX,,2017
USR0000NLEX,3480,2018
USR0000NLEX,3286,2019
USR0000NLEX,3089,2020
USR0000NLEX,3228,2021
USR0000NLSP,5288,2010
USR0000NMTI,3331,2010
USR0000NMTI,3479,2011
USR0000NMTI,2602,2012
USR0000NMTI,3325,2014
USR0000NMTI,3346,2015
USR0000NMTI,,2017
USR0000NMTI,3184,2018
USR0000NMTI,3039,2019
USR0000NMTI,2871,2020
USR0000NMTI,2990,2021
USR0000NNAC,2914,2010
USR0000NNAC,3032,2011
USR0000NNAC,2176,2012
USR0000NNAC,2822,2014
USR0000NNAC,2051,2016
USR0000NNAC,2624,2018
USR0000NNAC,2211,2019
USR0000NNAC,,2021
USR0000NNCP,,2010
USR0000NNCP,4156,2011
USR0000NNCP,,2014
USR0000NNCP,3954,2015
USR0000NNCP,,2017
USR0000NNCP,3915,2018
USR0000NNCP,3836,2019
USR0000NNCP,3730,2020
USR0000NNCP,3732,2021
USR0000NNWB,,2010
USR0000NNWB,2917,2011
USR0000NNWB,,2012
USR0000NNWB,,2014
USR0000NNWB,2887,2015
USR0000NNWB,2060,2016
USR0000NNWB,,2017
USR0000NNWB,2632,2018
USR0000NNWB,2328,2019
USR0000NNWB,2102,2020
USR0000NNWB,2405,2021
USR0000NPOC,3229,2010
USR0000NPOC,3432,2011
USR0000NPOC,2611,2012
USR0000NPOC,,2013
USR0000NPOC,3426,2014
USR0000NPOC,,2016
USR0000NPOC,2742,2017
USR0000NPOC,3245,2018
USR0000NPOC,,2019
USR0000NPOC,2636,2020
USR0000NPOC,,2021
USR0000NRCK,3125,2010
USR0000NRCK,2936,2011
USR0000NRCK,2070,2012
USR0000NRCK,,2016
USR0000NRCK,2191,2017
USR0000NRCK,2798,2018
USR0000NRCK,2587,2019
USR0000NRCK,2384,2020
USR0000NRCK,2550,2021
USR0000NREN,3921,2010
USR0000NREN,3855,2011
USR0000NREN,4076,2014
USR0000NREN,3938,2015
USR0000NREN,,2017
USR0000NREN,,2018
USR0000NREN,3632,2019
USR0000NREN,3572,2020
USR0000NRKM,3139,2010
USR0000NRKM,3111,2011
USR0000NRKM,2300,2012
USR0000NRKM,3143,2013
USR0000NRUT,3608,2010
USR0000NRUT,2865,2012
USR0000NRUT,3425,2013
USR0000NRUT,,2014
USR0000NRUT,,2015
USR0000NRUT,2870,2016
USR0000NRUT,,2017
USR0000NRUT,3283,2018
USR0000NRUT,3275,2019
USR0000NRUT,3110,2020
USR0000NRUT,3155,2021
USR0000NSND,3019,2011
USR0000NSND,2120,2012
USR0000NSND,2806,2013
USR0000NSND,2684,2014
USR0000NSND,2810,2015
USR0000NSND,2033,2016
USR0000NSND,2143,2017
USR0000NSND,2624,2018
USR0000NSND,2263,2019
USR0000NSND,2166,2020
USR0000NSND,2401,2021
USR0000NSUN,2590,2010
USR0000NSUN,2650,2011
USR0000NSUN,,2012
USR0000NSUN,2553,2015
USR0000NSUN,1925,2016
USR0000NSUN,1932,2017
USR0000NSUN,2499,2018
USR0000NSUN,2061,2019
USR0000NSUN,1923,2020
USR0000NSUN,2290,2021
USR0000NTUR,2927,2010
USR0000NTUR,2983,2011
USR0000NTUR,2198,2012
USR0000NTUR,,2014
USR0000NTUR,2952,2015
USR0000NTUR,,2017
USR0000NTUR,2791,2018
USR0000NTUR,,2019
USR0000NTUR,2262,2020
USR0000NTUR,2499,2021
USR0000NUWH,3670,2010
USR0000NUWH,3718,2011
USR0000NUWH,2852,2012
USR0000NUWH,,2013
USR0000NUWH,3554,2014
USR0000NUWH,3573,2015
USR0000NUWH,2801,2016
USR0000NUWH,2717,2017
USR0000NUWH,3360,2018
USR0000NUWH,,2019
USR0000NUWH,2911,2020
USR0000NUWH,3058,2021
USR0000NWHI,2718,2010
USR0000NWHI,2786,2011
USR0000NWHI,1873,2012
USR0000NWHI,2720,2014
USR0000NWHI,2600,2015
USR0000NWHI,,2016
USR0000NWHI,1877,2017
USR0000NWHI,2531,2018
USR0000NWHI,2219,2019
USR0000NWHI,2003,2020
USR0000NWHI,2224,2021
USW00003758,3723,2010
USW00003758,3757,2011
USW00003758,2954,2012
USW00003758,3728,2013
USW00003758,3853,2014
USW00003758,3843,2015
USW00003758,2991,2016
USW00003758,,2017
USW00003758,3553,2018
USW00003758,3317,2019
USW00003758,3109,2020
USW00003810,3816,2010
USW00003810,3698,2011
USW00003810,2896,2012
USW00003810,3625,2013
USW00003810,3780,2014
USW00003810,3687,2015
USW00003810,3065,2016
USW00003810,2759,2017
USW00003810,3544,2018
USW00003810,3459,2019
USW00003810,3212,2020
USW00003810,3394,2021
USW00003812,4508,2010
USW00003812,4316,2011
USW00003812,3368,2012
USW00003812,4133,2013
USW00003812,4349,2014
USW00003812,4023,2015
USW00003812,3507,2016
USW00003812,3178,2017
USW00003812,3824,2018
USW00003812,3593,2019
USW00003812,3429,2020
USW00003812,3722,2021
USW00013722,3471,2010
USW00013722,3356,2011
USW00013722,2579,2012
USW00013722,3370,2013
USW00013722,3522,2014
USW00013722,3529,2015
USW00013722,2656,2016
USW00013722,2549,2017
USW00013722,3388,2018
USW00013722,3167,2019
USW00013722,2755,2020
USW00013722,3055,2021
USW00013723,3689,2010
USW00013723,3741,2011
USW00013723,2900,2012
USW00013723,3694,2013
USW00013723,3863,2014
USW00013723,3744,2015
USW00013723,2952,2016
USW00013723,2813,2017
USW00013723,3602,2018
USW00013723,3422,2019
USW00013723,3210,2020
USW00013723,3454,2021
USW00013748,2710,2010
USW00013748,2861,2011
USW00013748,1874,2012
USW00013748,2489,2013
USW00013748,2471,2014
USW00013748,2639,2015
USW00013748,1847,2016
USW00013748,1979,2017
USW00013748,2435,2018
USW00013748,2147,2019
USW00013748,1893,2020
USW00013748,2099,2021
USW00013754,2923,2010
USW00013754,2891,2011
USW00013754,,2012
USW00013754,2592,2013
USW00013754,2764,2014
USW00013754,2765,2015
USW00013754,2048,2016
USW00013754,2109,2017
USW00013754,2420,2018
USW00013754,,2019
USW00013754,,2020
USW00013754,,2021
USW00013776,2963,2010
USW00013776,2980,2011
USW00013776,2178,2012
USW00013776,2853,2013
USW00013776,2988,2014
USW00013776,2823,2015
USW00013776,2054,2016
USW00013776,,2017
USW00013776,,2018
USW00013776,,2019
USW00013776,,2020
USW00013776,2369,2021
USW00013786,3035,2010
USW00013786,3440,2011
USW00013786,2362,2012
USW00013786,2941,2013
USW00013786,3320,2014
USW00013786,3278,2015
USW00013786,2527,2016
USW00013786,2735,2017
USW00013786,3141,2018
USW00013786,2733,2019
USW00013786,2425,2020
USW00013786,2816,2021
USW00013872,4344,2010
USW00013872,4187,2011
USW00013872,3141,2012
USW00013872,4022,2013
USW00013872,4152,2014
USW00013872,3903,2015
USW00013872,3298,2016
USW00013872,2980,2017
USW00013872,3804,2018
USW00013872,3657,2019
USW00013872,3527,2020
USW00013872,3718,2021
USW00013881,3519,2010
USW00013881,3410,2011
USW00013881,2647,2012
USW00013881,3272,2013
USW00013881,3431,2014
USW00013881,3298,2015
USW00013881,2609,2016
USW00013881,2435,2017
USW00013881,3019,2018
USW00013881,2904,2019
USW00013881,2647,2020
USW00013881,2855,2021
USW00053870,3504,2010
USW00053870,3477,2011
USW00053870,,2012
USW00053870,3199,2013
USW00053870,3335,2014
USW00053870,3257,2015
USW00053870,2563,2016
USW00053870,2325,2017
USW00053870,2925,2018
USW00053870,2750,2019
USW00053870,2460,2020
USW00053870,,2021
USW00053872,3403,2010
USW00053872,,2011
USW00053872,2610,2012
USW00053872,3044,2013
USW00053872,3218,2014
USW00053872,,2015
USW00053872,2532,2016
USW00053872,2378,2017
USW00053872,3051,2018
USW00053872,2901,2019
USW00053872,2627,2020
USW00053872,2875,2021
USW00053877,,2010
USW00053877,4580,2011
USW00053877,3794,2012
USW00053877,4558,2013
USW00053877,4782,2014
USW00053877,4471,2015
USW00053877,3950,2016
USW00053877,3656,2017
USW00053877,4301,2018
USW00053877,4046,2019
USW00053877,3982,2020
USW00053877,4225,2021
USW00053878,4601,2010
USW00053878,4481,2011
USW00053878,3667,2012
USW00053878,4412,2013
USW00053878,4578,2014
USW00053878,4290,2015
USW00053878,3816,2016
USW00053878,3467,2017
USW00053878,4138,2018
USW00053878,3885,2019
USW00053878,3803,2020
USW00053878,,2021
USW00093719,3016,2010
USW00093719,3074,2011
USW00093719,2129,2012
USW00093719,2661,2013
USW00093719,2676,2014
USW00093719,2757,2015
USW00093719,2136,2016
USW00093719,2279,2017
USW00093719,2947,2018
USW00093719,2459,2019
USW00093719,2298,2020
USW00093719,2543,2021
USW00093727,2887,2010
USW00093727,,2011
USW00093727,2147,2012
USW00093727,,2013
USW00093727,2801,2014
USW00093727,2804,2015
USW00093727,2026,2016
USW00093727,2048,2017
USW00093727,2566,2018
USW00093727,2142,2019
USW00093727,2057,2020
USW00093727,2322,2021
USW00093740,2972,2010
USW00093740,3052,2011
USW00093740,2179,2012
USW00093740,2807,2013
USW00093740,2980,2014
USW00093740,2983,2015
USW00093740,2207,2016
USW00093740,2054,2017
USW00093740,2743,2018
USW00093740,2519,2019
USW00093740,2287,2020
USW00093740,2544,2021
USW00093743,,2010
USW00093743,,2011
USW00093743,,2012
USW00093743,2731,2013
USW00093759,3498,2010
USW00093759,3601,2011
USW00093759,2627,2012
USW00093759,3302,2013
USW00093759,,2014
USW00093759,3509,2015
USW00093759,2672,2016
USW00093759,2740,2017
USW00093759,3348,2018
USW00093759,3057,2019
USW00093759,2782,2020
USW00093759,3023,2021
USW00093765,2520,2010
USW00093765,2814,2011
USW00093765,,2012
USW00093765,2520,2013
USW00093765,2637,2014
USW00093765,2755,2015
USW00093765,1984,2016
USW00093765,1926,2017
USW00093765,2564,2018
USW00093765,,2019
USW00093765,1923,2020
USW00093765,2238,2021
USW00093782,3235,2010
USW00093782,3151,2011
USW00093782,2407,2012
USW00093782,3029,2013
USW00093782,3268,2014
USW00093782,,2016
USW00093782,2227,2017
USW00093782,,2018
USW00093782,,2019
USW00093782,2201,2020
USW00093782,2413,2021
USW00093783,3767,2010
USW00093783,3732,2011
USW00093783,2901,2012
USW00093783,3681,2013
USW00093783,,2014
USW00093783,3745,2015
USW00093783,3016,2016
USW00093783,2752,2017
USW00093783,3377,2018
USW00093783,,2019
USW00093783,,2020
USW00093783,3071,2021
USW00093785,3455,2010
USW00093785,3552,2011
USW00093785,2683,2012
USW00093785,3444,2013
USW00093785,,2014
USW00093785,3512,2015
USW00093785,2675,2016
USW00093785,2700,2017
USW00093785,,2018
USW00093807,3796,2010
USW00093807,,2011
USW00093807,2894,2012
USW00093807,3705,2013
USW00093807,,2014
USW00093807,3762,2015
USW00093807,,2016
USW00093807,2818,2017
USW00093807,3613,2018
USW00093807,3339,2019
USW00093807,,2020
USW00093807,3329,2021