weather_station,year,HTDD
USC00316853,3187,
USC00316853,3143,
USC00316853,3242,
USC00316853,2285,
USC00316853,2376,
USC00316853,2952,
USC00316853,2579,
USC00316853,2391,
USC00316853,2719,
USC00317056,,
USC00317056,3455,
USC00317056,2696,
USC00317056,,
USC00317056,,
USC00317056,,
USC00317079,3100,
USC00317079,3294,
USC00317079,2501,
USC00317079,3247,
USC00317079,3464,
USC00317079,3628,
USC00317079,2798,
USC00317079,2587,
USC00317079,3161,
USC00317079,3012,
USC00317079,2637,
USC00317079,2936,
USC00317097,,
USC00317097,,
USC00317097,,
USC00317097,,
USC00317097,3098,
USC00317097,2931,
USC00317097,3813,
USC00317097,,
USC00317097,3350,
USC00317097,3564,
USC00317170,2517,
USC00317170,2564,
USC00317170,2734,
USC00317170,2705,
USC00317170,2923,
USC00317170,2037,
USC00317170,2153,
USC00317170,2609,
USC00317170,,
USC00317170,2140,
USC00317170,2444,
USC00317202,4004,
USC00317202,4026,
USC00317202,3243,
USC00317202,4015,
USC00317202,4157,
USC00317202,4189,
USC00317202,3360,
USC00317202,3173,
USC00317202,3997,
USC00317202,3821,
USC00317202,3568,
USC00317202,3602,
USC00317319,3644,
USC00317319,3806,
USC00317319,3015,
USC00317319,,
USC00317319,3786,
USC00317319,3768,
USC00317319,2878,
USC00317319,2637,
USC00317319,3323,
USC00317319,3314,
USC00317319,3195,
USC00317319,3359,
USC00317400,,
USC00317400,3688,
USC00317400,3830,
USC00317400,3804,
USC00317400,2939,
USC00317400,3008,
USC00317400,3542,
USC00317400,3213,
USC00317400,2859,
USC00317400,2717,
USC00317516,,
USC00317516,,
USC00317516,,
USC00317516,4128,
USC00317516,4280,
USC00317516,4207,
USC00317516,3293,
USC00317516,3177,
USC00317516,,
USC00317516,,
USC00317516,,
USC00317516,2810,
USC00317615,3599,
USC00317615,3575,
USC00317615,2775,
USC00317615,3603,
USC00317615,3737,
USC00317615,3652,
USC00317615,3027,
USC00317615,2661,
USC00317615,3511,
USC00317615,3320,
USC00317615,3086,
USC00317615,3271,
USC00317618,4075,
USC00317618,4063,
USC00317618,3164,
USC00317618,3873,
USC00317618,4118,
USC00317618,4123,
USC00317618,3333,
USC00317618,3176,
USC00317618,3891,
USC00317618,3582,
USC00317618,3420,
USC00317618,3549,
USC00317656,3442,
USC00317656,3410,
USC00317656,2630,
USC00317656,3286,
USC00317656,,
USC00317656,3423,
USC00317656,2591,
USC00317656,2500,
USC00317656,3170,
USC00317656,2906,
USC00317656,2699,
USC00317656,3056,
USC00317813,2727,
USC00317813,,
USC00317813,1798,
USC00317813,2411,
USC00317813,2559,
USC00317813,2648,
USC00317813,1904,
USC00317813,,
USC00317813,2534,
USC00317813,2171,
USC00317813,2080,
USC00317813,2281,
USC00317845,3821,
USC00317845,3743,
USC00317845,2793,
USC00317845,3629,
USC00317845,3852,
USC00317845,3726,
USC00317845,3114,
USC00317845,2962,
USC00317845,3622,
USC00317845,3476,
USC00317845,3320,
USC00317845,3469,
USC00317924,3674,
USC00317924,3569,
USC00317924,2789,
USC00317924,3827,
USC00317924,3039,
USC00317924,2886,
USC00317994,3476,
USC00317994,3696,
USC00317994,,
USC00317994,3327,
USC00317994,,
USC00317994,,
USC00317994,2554,
USC00317994,2535,
USC00317994,3277,
USC00317994,2763,
USC00318066,3064,
USC00318066,3250,
USC00318066,,
USC00318066,2462,
USC00318066,,
USC00318066,3172,
USC00318066,2809,
USC00318066,2608,
USC00318221,,
USC00318221,,
USC00318221,,
USC00318221,5110,
USC00318221,5540,
USC00318221,5200,
USC00318221,,
USC00318221,4270,
USC00318221,4913,
USC00318221,4672,
USC00318221,4737,
USC00318221,5003,
USC00318292,4437,
USC00318292,4422,
USC00318292,3587,
USC00318292,4294,
USC00318292,4465,
USC00318292,4388,
USC00318292,3711,
USC00318292,3438,
USC00318292,4125,
USC00318292,3822,
USC00318292,3669,
USC00318292,3861,
USC00318380,,
USC00318380,,
USC00318380,,
USC00318380,,
USC00318380,,
USC00318380,,
USC00318380,,
USC00318380,2226,
USC00318380,,
USC00318450,,
USC00318450,,
USC00318450,,
USC00318450,,
USC00318450,3038,
USC00318450,,
USC00318450,2183,
USC00318450,2437,
USC00318450,2903,
USC00318450,2506,
USC00318450,2285,
USC00318450,2537,
USC00318500,3494,
USC00318500,3567,
USC00318500,2678,
USC00318500,3568,
USC00318500,3688,
USC00318500,3624,
USC00318500,2750,
USC00318500,,
USC00318500,3408,
USC00318500,2977,
USC00318500,2851,
USC00318500,3089,
USC00318519,,
USC00318519,,
USC00318519,,
USC00318519,3597,
USC00318519,3998,
USC00318519,3901,
USC00318519,3258,
USC00318519,2981,
USC00318519,3788,
USC00318519,3602,
USC00318519,3312,
USC00318519,3577,
USC00318694,6051,
USC00318694,5778,
USC00318694,4974,
USC00318694,5810,
USC00318694,5909,
USC00318694,5618,
USC00318694,,
USC00318694,,
USC00318694,5464,
USC00318694,5192,
USC00318694,5148,
USC00318694,5501,
USC00318744,3453,
USC00318744,3347,
USC00318744,2425,
USC00318744,3208,
USC00318744,3536,
USC00318744,3316,
USC00318744,2742,
USC00318744,2388,
USC00318744,3283,
USC00318744,3192,
USC00318744,2976,
USC00318744,3139,
USC00318906,,
USC00318906,3246,
USC00318906,,
USC00318906,4243,
USC00318906,4062,
USC00318906,3404,
USC00318906,3187,
USC00318906,3843,
USC00318906,3626,
USC00318906,3453,
USC00318906,3619,
USC00318964,3284,
USC00318964,3276,
USC00318964,2491,
USC00318964,3125,
USC00318964,,
USC00318964,,
USC00318964,,
USC00319026,,
USC00319026,3380,
USC00319026,3156,
USC00319026,3176,
USC00319026,,
USC00319026,,
USC00319026,3005,
USC00319026,,
USC00319026,2538,
USC00319026,2633,
USC00319081,,
USC00319081,3619,
USC00319081,,
USC00319081,3591,
USC00319081,3780,
USC00319081,,
USC00319100,2985,
USC00319100,3073,
USC00319100,2170,
USC00319100,2892,
USC00319100,,
USC00319100,,
USC00319100,2490,
USC00319100,2629,
USC00319100,3355,
USC00319100,3250,
USC00319100,,
USC00319100,2520,
USC00319357,,
USC00319357,3155,
USC00319357,2332,
USC00319357,2967,
USC00319357,3126,
USC00319357,3096,
USC00319357,,
USC00319357,,
USC00319357,2932,
USC00319357,,
USC00319423,,
USC00319423,3270,
USC00319440,3132,
USC00319440,3486,
USC00319440,2473,
USC00319440,3301,
USC00319440,3396,
USC00319440,3423,
USC00319440,2429,
USC00319440,2587,
USC00319440,3223,
USC00319440,2785,
USC00319440,2678,
USC00319440,2841,
USC00319461,2708,
USC00319461,2865,
USC00319461,2000,
USC00319461,2627,
USC00319461,2718,
USC00319461,2643,
USC00319461,1982,
USC00319461,1974,
USC00319461,2581,
USC00319461,,
USC00319461,,
USC00319461,2270,
USC00319467,3008,
USC00319467,,
USC00319467,2340,
USC00319467,2614,
USC00319467,,
USC00319467,2710,
USC00319467,1961,
USC00319467,2008,
USC00319467,2618,
USC00319467,2451,
USC00319467,,
USC00319476,3234,
USC00319476,3424,
USC00319476,2630,
USC00319476,3329,
USC00319476,3255,
USC00319476,,
USC00319476,2542,
USC00319476,2562,
USC00319476,3233,
USC00319476,2934,
USC00319476,2628,
USC00319476,2937,
USC00319555,4203,
USC00319555,,
USC00319555,3255,
USC00319555,4092,
USC00319555,3987,
USC00319555,,
USC00319555,,
USC00319555,3012,
USC00319555,3853,
USC00319555,3683,
USC00319555,3500,
USC00319555,3584,
USC00319675,4325,
USC00319675,4357,
USC00319675,3513,
USC00319675,4291,
USC00319675,4442,
USC00319675,4375,
USC00319675,3699,
USC00319675,3517,
USC00319675,4228,
USC00319675,4001,
USC00319675,,
USC00319675,4086,
USC00319704,,
USC00319704,,
USC00319704,,
USC00319704,3886,
USC00319704,,
USC00319704,,
USC00319704,,
USC00319704,,
USC00319704,,
USC00319704,,
USC00319704,,
USC00319704,,
USR0000NBAC,3119,
USR0000NBAC,3537,
USR0000NBAC,2203,
USR0000NBAC,,
USR0000NBAC,2729,
USR0000NBAC,2387,
USR0000NBAC,2336,
USR0000NBAC,2582,
USR0000NBFT,2950,
USR0000NBFT,3084,
USR0000NBFT,,
USR0000NBFT,3024,
USR0000NBFT,,
USR0000NBFT,3154,
USR0000NBFT,2367,
USR0000NBFT,,
USR0000NBFT,3017,
USR0000NBFT,2695,
USR0000NBFT,2531,
USR0000NBFT,2798,
USR0000NBUS,,
USR0000NBUS,5004,
USR0000NBUS,4141,
USR0000NBUS,4852,
USR0000NBUS,5083,
USR0000NBUS,4625,
USR0000NBUS,4225,
USR0000NBUS,3763,
USR0000NBUS,4365,
USR0000NBUS,4470,
USR0000NBUS,4283,
USR0000NBUS,4537,
USR0000NCAS,3805,
USR0000NCAS,3826,
USR0000NCAS,2996,
USR0000NCAS,3914,
USR0000NCAS,3074,
USR0000NCAS,2905,
USR0000NCAS,3640,
USR0000NCAS,3580,
USR0000NCAS,3333,
USR0000NCAS,3469,
USR0000NCRN,,
USR0000NCRN,3095,
USR0000NCRN,2227,
USR0000NCRN,2787,
USR0000NCRN,2934,
USR0000NCRN,2182,
USR0000NCRN,2806,
USR0000NCRN,2219,
USR0000NCRN,,
USR0000NCRN,2580,
USR0000NDUK,3543,
USR0000NDUK,3574,
USR0000NDUK,2753,
USR0000NDUK,3491,
USR0000NDUK,3645,
USR0000NDUK,3628,
USR0000NDUK,2834,
USR0000NDUK,2661,
USR0000NDUK,3462,
USR0000NDUK,3210,
USR0000NDUK,2980,
USR0000NDUK,3185,
USR0000NFAI,2883,
USR0000NFAI,3088,
USR0000NFAI,2261,
USR0000NFAI,2962,
USR0000NFAI,3063,
USR0000NFAI,,
USR0000NFAI,2352,
USR0000NFAI,2813,
USR0000NFAI,,
USR0000NFAI,2207,
USR0000NFAI,2497,
USR0000NFBR,,
USR0000NFBR,2850,
USR0000NFBR,2129,
USR0000NFBR,2721,
USR0000NFBR,2892,
USR0000NFBR,2927,
USR0000NFBR,,
USR0000NFBR,2772,
USR0000NFBR,2582,
USR0000NFBR,2413,
USR0000NFBR,2529,
USR0000NGRC,3292,
USR0000NGRC,3209,
USR0000NGRC,2591,
USR0000NGRC,,
USR0000NGRC,3479,
USR0000NGRC,,
USR0000NGRC,2633,
USR0000NGRC,3212,
USR0000NGRC,2942,
USR0000NGRC,2680,
USR0000NGRC,2979,
USR0000NGRF,3909,
USR0000NGRF,3907,
USR0000NGRF,3067,
USR0000NGRF,3772,
USR0000NGRF,3987,
USR0000NGRF,3769,
USR0000NGRF,3128,
USR0000NGRF,2940,
USR0000NGRF,3540,
USR0000NGRF,3469,
USR0000NGRF,3448,
USR0000NGRF,3483,
USR0000NGUI,,
USR0000NGUI,4241,
USR0000NGUI,3411,
USR0000NGUI,3918,
USR0000NGUI,3634,
USR0000NGUI,,
USR0000NGUI,3863,
USR0000NGUI,3815,
USR0000NGUI,3776,
USR0000NGUI,,
USR0000NHOF,3393,
USR0000NHOF,3496,
USR0000NHOF,,
USR0000NHOF,2152,
USR0000NHOF,2271,
USR0000NHOF,2846,
USR0000NHOF,2542,
USR0000NHOF,2381,
USR0000NHOF,2616,
USR0000NJCY,4412,
USR0000NJCY,3996,
USR0000NJCY,3235,
USR0000NJCY,3944,
USR0000NJCY,3942,
USR0000NJCY,3357,
USR0000NJCY,,
USR0000NJCY,3809,
USR0000NJCY,3624,
USR0000NJCY,3427,
USR0000NJCY,3580,
USR0000NLEX,3551,
USR0000NLEX,3511,
USR0000NLEX,2657,
USR0000NLEX,3401,
USR0000NLEX,3509,
USR0000NLEX,3540,
USR0000NLEX,2846,
USR0000NLEX,,
USR0000NLEX,3480,
USR0000NLEX,3286,
USR0000NLEX,3089,
USR0000NLEX,3228,
USR0000NLSP,5288,
USR0000NMTI,3331,
USR0000NMTI,3479,
USR0000NMTI,2602,
USR0000NMTI,3325,
USR0000NMTI,3346,
USR0000NMTI,,
USR0000NMTI,3184,
USR0000NMTI,3039,
USR0000NMTI,2871,
USR0000NMTI,2990,
USR0000NNAC,2914,
USR0000NNAC,3032,
USR0000NNAC,2176,
USR0000NNAC,2822,
USR0000NNAC,2051,
USR0000NNAC,2624,
USR0000NNAC,2211,
USR0000NNAC,,
USR0000NNCP,,
USR0000NNCP,4156,
USR0000NNCP,,
USR0000NNCP,3954,
USR0000NNCP,,
USR0000NNCP,3915,
USR0000NNCP,3836,
USR0000NNCP,3730,
USR0000NNCP,3732,
USR0000NNWB,,
USR0000NNWB,2917,
USR0000NNWB,,
USR0000NNWB,,
USR0000NNWB,2887,
USR0000NNWB,2060,
USR0000NNWB,,
USR0000NNWB,2632,
USR0000NNWB,2328,
USR0000NNWB,2102,
USR0000NNWB,2405,
USR0000NPOC,3229,
USR0000NPOC,3432,
USR0000NPOC,2611,
USR0000NPOC,,
USR0000NPOC,3426,
USR0000NPOC,,
USR0000NPOC,2742,
USR0000NPOC,3245,
USR0000NPOC,,
USR0000NPOC,2636,
USR0000NPOC,,
USR0000NRCK,3125,
USR0000NRCK,2936,
USR0000NRCK,2070,
USR0000NRCK,,
USR0000NRCK,2191,
USR0000NRCK,2798,
USR0000NRCK,2587,
USR0000NRCK,2384,
USR0000NRCK,2550,
USR0000NREN,3921,
USR0000NREN,3855,
USR0000NREN,4076,
USR0000NREN,3938,
USR0000NREN,,
USR0000NREN,,
USR0000NREN,3632,
USR0000NREN,3572,
USR0000NRKM,3139,
USR0000NRKM,3111,
USR0000NRKM,2300,
USR0000NRKM,3143,
USR0000NRUT,3608,
USR0000NRUT,2865,
USR0000NRUT,3425,
USR0000NRUT,,
USR0000NRUT,,
USR0000NRUT,2870,
USR0000NRUT,,
USR0000NRUT,3283,
USR0000NRUT,3275,
USR0000NRUT,3110,
USR0000NRUT,3155,
USR0000NSND,3019,
USR0000NSND,2120,
USR0000NSND,2806,
USR0000NSND,2684,
USR0000NSND,2810,
USR0000NSND,2033,
USR0000NSND,2143,
USR0000NSND,2624,
USR0000NSND,2263,
USR0000NSND,2166,
USR0000NSND,2401,
USR0000NSUN,2590,
USR0000NSUN,2650,
USR0000NSUN,,
USR0000NSUN,2553,
USR0000NSUN,1925,
USR0000NSUN,1932,
USR0000NSUN,2499,
USR0000NSUN,2061,
USR0000NSUN,1923,
USR0000NSUN,2290,
USR0000NTUR,2927,
USR0000NTUR,2983,
USR0000NTUR,2198,
USR0000NTUR,,
USR0000NTUR,2952,
USR0000NTUR,,
USR0000NTUR,2791,
USR0000NTUR,,
USR0000NTUR,2262,
USR0000NTUR,2499,
USR0000NUWH,3670,
USR0000NUWH,3718,
USR0000NUWH,2852,
USR0000NUWH,,
USR0000NUWH,3554,
USR0000NUWH,3573,
USR0000NUWH,2801,
USR0000NUWH,2717,
USR0000NUWH,3360,
USR0000NUWH,,
USR0000NUWH,2911,
USR0000NUWH,3058,
USR0000NWHI,2718,
USR0000NWHI,2786,
USR0000NWHI,1873,
USR0000NWHI,2720,
USR0000NWHI,2600,
USR0000NWHI,,
USR0000NWHI,1877,
USR0000NWHI,2531,
USR0000NWHI,2219,
USR0000NWHI,2003,
USR0000NWHI,2224,
USW00003758,3723,
USW00003758,3757,
USW00003758,2954,
USW00003758,3728,
USW00003758,3853,
USW00003758,3843,
USW00003758,2991,
USW00003758,,
USW00003758,3553,
USW00003758,3317,
USW00003758,3109,
USW00003810,3816,
USW00003810,3698,
USW00003810,2896,
USW00003810,3625,
USW00003810,3780,
USW00003810,3687,
USW00003810,3065,
USW00003810,2759,
USW00003810,3544,
USW00003810,3459,
USW00003810,3212,
USW00003810,3394,
USW00003812,4508,
USW00003812,4316,
USW00003812,3368,
USW00003812,4133,
USW00003812,4349,
USW00003812,4023,
USW00003812,3507,
USW00003812,3178,
USW00003812,3824,
USW00003812,3593,
USW00003812,3429,
USW00003812,3722,
USW00013722,3471,
USW00013722,3356,
USW00013722,2579,
USW00013722,3370,
USW00013722,3522,
USW00013722,3529,
USW00013722,2656,
USW00013722,2549,
USW00013722,3388,
USW00013722,3167,
USW00013722,2755,
USW00013722,3055,
USW00013723,3689,
USW00013723,3741,
USW00013723,2900,
USW00013723,3694,
USW00013723,3863,
USW00013723,3744,
USW00013723,2952,
USW00013723,2813,
USW00013723,3602,
USW00013723,3422,
USW00013723,3210,
USW00013723,3454,
USW00013748,2710,
USW00013748,2861,
USW00013748,1874,
USW00013748,2489,
USW00013748,2471,
USW00013748,2639,
USW00013748,1847,
USW00013748,1979,
USW00013748,2435,
USW00013748,2147,
USW00013748,1893,
USW00013748,2099,
USW00013754,2923,
USW00013754,2891,
USW00013754,,
USW00013754,2592,
USW00013754,2764,
USW00013754,2765,
USW00013754,2048,
USW00013754,2109,
USW00013754,2420,
USW00013754,,
USW00013754,,
USW00013754,,
USW00013776,2963,
USW00013776,2980,
USW00013776,2178,
USW00013776,2853,
USW00013776,2988,
USW00013776,2823,
USW00013776,2054,
USW00013776,,
USW00013776,,
USW00013776,,
USW00013776,,
USW00013776,2369,
USW00013786,3035,
USW00013786,3440,
USW00013786,2362,
USW00013786,2941,
USW00013786,3320,
USW00013786,3278,
USW00013786,2527,
USW00013786,2735,
USW00013786,3141,
USW00013786,2733,
USW00013786,2425,
USW00013786,2816,
USW00013872,4344,
USW00013872,4187,
USW00013872,3141,
USW00013872,4022,
USW00013872,4152,
USW00013872,3903,
USW00013872,3298,
USW00013872,2980,
USW00013872,3804,
USW00013872,3657,
USW00013872,3527,
USW00013872,3718,
USW00013881,3519,
USW00013881,3410,
USW00013881,2647,
USW00013881,3272,
USW00013881,3431,
USW00013881,3298,
USW00013881,2609,
USW00013881,2435,
USW00013881,3019,
USW00013881,2904,
USW00013881,2647,
USW00013881,2855,
USW00053870,3504,
USW00053870,3477,
USW00053870,,
USW00053870,3199,
USW00053870,3335,
USW00053870,3257,
USW00053870,2563,
USW00053870,2325,
USW00053870,2925,
USW00053870,2750,
USW00053870,2460,
USW00053870,,
USW00053872,3403,
USW00053872,,
USW00053872,2610,
USW00053872,3044,
USW00053872,3218,
USW00053872,,
USW00053872,2532,
USW00053872,2378,
USW00053872,3051,
USW00053872,2901,
USW00053872,2627,
USW00053872,2875,
USW00053877,,
USW00053877,4580,
USW00053877,3794,
USW00053877,4558,
USW00053877,4782,
USW00053877,4471,
USW00053877,3950,
USW00053877,3656,
USW00053877,4301,
USW00053877,4046,
USW00053877,3982,
USW00053877,4225,
USW00053878,4601,
USW00053878,4481,
USW00053878,3667,
USW00053878,4412,
USW00053878,4578,
USW00053878,4290,
USW00053878,3816,
USW00053878,3467,
USW00053878,4138,
USW00053878,3885,
USW00053878,3803,
USW00053878,,
USW00093719,3016,
USW00093719,3074,
USW00093719,2129,
USW00093719,2661,
USW00093719,2676,
USW00093719,2757,
USW00093719,2136,
USW00093719,2279,
USW00093719,2947,
USW00093719,2459,
USW00093719,2298,
USW00093719,2543,
USW00093727,2887,
USW00093727,,
USW00093727,2147,
USW00093727,,
USW00093727,2801,
USW00093727,2804,
USW00093727,2026,
USW00093727,2048,
USW00093727,2566,
USW00093727,2142,
USW00093727,2057,
USW00093727,2322,
USW00093740,2972,
USW00093740,3052,
USW00093740,2179,
USW00093740,2807,
USW00093740,2980,
USW00093740,2983,
USW00093740,2207,
USW00093740,2054,
USW00093740,2743,
USW00093740,2519,
USW00093740,2287,
USW00093740,2544,
USW00093743,,
USW00093743,,
USW00093743,,
USW00093743,2731,
USW00093759,3498,
USW00093759,3601,
USW00093759,2627,
USW00093759,3302,
USW00093759,,
USW00093759,3509,
USW00093759,2672,
USW00093759,2740,
USW00093759,3348,
USW00093759,3057,
USW00093759,2782,
USW00093759,3023,
USW00093765,2520,
USW00093765,2814,
USW00093765,,
USW00093765,2520,
USW00093765,2637,
USW00093765,2755,
USW00093765,1984,
USW00093765,1926,
USW00093765,2564,
USW00093765,,
USW00093765,1923,
USW00093765,2238,
USW00093782,3235,
USW00093782,3151,
USW00093782,2407,
USW00093782,3029,
USW00093782,3268,
USW00093782,,
USW00093782,2227,
USW00093782,,
USW00093782,,
USW00093782,2201,
USW00093782,2413,
USW00093783,3767,
USW00093783,3732,
USW00093783,2901,
USW00093783,3681,
USW00093783,,
USW00093783,3745,
USW00093783,3016,
USW00093783,2752,
USW00093783,3377,
USW00093783,,
USW00093783,,
USW00093783,3071,
USW00093785,3455,
USW00093785,3552,
USW00093785,2683,
USW00093785,3444,
USW00093785,,
USW00093785,3512,
USW00093785,2675,
USW00093785,2700,
USW00093785,,
USW00093807,3796,
USW00093807,,
USW00093807,2894,
USW00093807,3705,
USW00093807,,
USW00093807,3762,
USW00093807,,
USW00093807,2818,
USW00093807,3613,
USW00093807,3339,
USW00093807,,
USW00093807,3329,
